dimensions,budget,problem,algorithm,perf_a,perf_b,equal
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,512.5911748406,1300.2928602969,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,561.8756714957,1132.0679293716,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,428.2358110396,1074.8402464254,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,412.9600882079,1177.5341534572,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,474.4840900255,1078.3832074124,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,515.7130645324,924.7508993277,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,551.4807774582,1141.9202263792,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,488.6085601138,947.5596710487,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,314.776627744,1260.4418980114,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,465.7441938114,1173.043915958,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,521.6526066519,1289.086619539,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,363.1528837663,1274.3935688332,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,477.6564606915,1176.9722136179,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,380.549998278,1404.2365371224,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,496.9820057594,1193.5862245842,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,556.3708061945,1276.3683226583,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,479.5098778346,1475.2874679312,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,452.9613966095,1452.3831402715,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,437.2277522644,993.9516345907,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,629.0431212332,1097.5132811454,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,517.474072944,1298.0759840374,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,481.0273062977,1052.9046459472,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,351.7412172059,1092.126517945,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_7,361.6330586815,1211.6337476777,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,387.062891765,1323.5441346063,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,258.533256718,1314.018333455,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,615.4045399445,1130.5555270519,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,408.9868016122,1086.229756352,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,358.2725522886,1184.6460822315,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,467.1668472013,1079.9442183831,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,507.3409211708,914.8775939482,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,551.4807774582,1152.2004197917,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,488.6085601138,950.8335935566,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,491.3071866013,1265.2724809223,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,465.7441938114,1185.7598100905,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,521.6526066519,1297.2549383601,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,363.1528837663,1295.8837744425,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,466.8370794315,1187.4124529179,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,436.0411151638,1411.7473279467,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,496.9820057594,1195.9382806124,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,556.3708061945,1275.5698256714,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,479.5098778346,1490.8700096922,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,416.7913798726,1462.9400428948,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,526.2720112404,998.4690821493,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,629.0431212332,1095.1442263538,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,517.474072944,1320.0785981803,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,464.4118031016,1049.2503279479,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,351.7412172059,1103.1963790569,False
100,200,f1_Sphere,ConfPortfolio_scale2_NA_ngopt14s_6,361.6330586815,1214.5463394169,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,940.7753785598,860.3451719435,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1048.274242757,1002.5238356121,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1034.1897410748,891.0443697058,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,933.9959830888,933.9959830888,True
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1040.284805861,891.9414376993,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1041.8459968217,837.9175178087,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,885.6467245032,583.8033487487,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1058.5472597043,1033.6882265511,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,918.0173866291,678.0364358922,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1132.7583351472,1062.9360473276,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,992.5696028895,835.3032120143,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1080.4417246996,761.5831222727,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,930.8317215195,771.3905539747,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1050.9668929921,1002.8623865314,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1084.7006014256,986.3631018409,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1028.3417314184,989.1502748545,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1113.3450774303,908.3356601995,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1191.1561104853,1036.4910554043,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1153.7098934724,992.7563433424,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,960.2401995793,771.6092131287,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1016.5951383578,849.258979577,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1005.0250312495,972.2965211308,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,909.4127893935,694.9143833268,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1015.6178733433,1015.6178733433,True
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,1055.3858820868,1002.5172063689,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,940.7753785598,901.8371356652,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1048.274242757,1043.2476599897,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1034.1897410748,863.3346932476,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,933.9959830888,823.1549640189,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1040.284805861,761.4183803237,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,934.0916784362,925.6307586,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,885.6467245032,738.274584176,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1046.7302728645,863.4450245373,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,918.0173866291,742.5174310883,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1132.7583351472,943.3876363902,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,992.5696028895,785.9285397253,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1030.3768908022,843.3375977525,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,930.8317215195,758.8481093422,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1050.9668929921,990.9413584645,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1084.7006014256,1007.1656726496,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1028.3417314184,991.1588567495,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1113.3450774303,901.2825540997,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1096.8460988065,927.0461154921,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1153.7098934724,1014.0020386092,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,960.2401995793,804.0060299485,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1016.5951383578,847.8011948129,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1005.0250312495,916.6053620079,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,909.4127893935,781.8497764681,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1000.5227116752,1015.6178733433,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1055.3858820868,1004.8118047641,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,940.7753785598,875.7888281766,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1048.274242757,1048.274242757,True
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1034.1897410748,938.1525479501,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,933.9959830888,933.9959830888,True
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1040.284805861,783.7257155826,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,934.0916784362,859.3153043649,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,885.6467245032,724.557196753,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1046.7302728645,950.3229417871,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,918.0173866291,694.218262331,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1132.7583351472,1062.9360473276,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,992.5696028895,878.91900873,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1030.3768908022,819.8982628592,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,930.8317215195,855.0704686223,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1050.9668929921,964.8769996015,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1084.7006014256,883.0510276126,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1028.3417314184,1028.3417314184,True
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1113.3450774303,639.6473399845,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1096.8460988065,1050.0172608948,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1153.7098934724,918.7407927085,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,960.2401995793,867.2625795003,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1016.5951383578,765.7582123944,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1005.0250312495,863.2670553542,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,909.4127893935,783.3474271109,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1000.5227116752,1015.6178733433,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1055.3858820868,959.2699529327,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,940.7753785598,903.2328434011,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1048.274242757,944.4583929091,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1034.1897410748,833.7309204738,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,933.9959830888,823.1980366767,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1040.284805861,787.0668229561,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,934.0916784362,883.0461817949,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,885.6467245032,706.3173728075,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1046.7302728645,947.7463465864,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,918.0173866291,745.7879655745,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1132.7583351472,1062.9360473276,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,992.5696028895,877.6657993899,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1030.3768908022,779.961421882,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,930.8317215195,781.9495695799,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1050.9668929921,824.4099871206,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1084.7006014256,1084.7006014256,True
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1028.3417314184,926.1693807557,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1113.3450774303,892.0743629622,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1096.8460988065,970.5777977908,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1037.9752886401,1013.2485725879,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,960.2401995793,802.9834061139,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1016.5951383578,785.5468021584,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1005.0250312495,1005.0250312495,True
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,909.4127893935,703.9979349484,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1000.5227116752,970.1305830952,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1055.3858820868,920.2097589592,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,940.7753785598,893.0189396265,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1048.274242757,925.1507016979,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1034.1897410748,855.7875085468,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,933.9959830888,933.9959830888,True
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1040.284805861,842.9727393886,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,934.0916784362,915.4294019814,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,885.6467245032,769.7625763587,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1046.7302728645,839.163841585,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,918.0173866291,695.2686415984,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1132.7583351472,1009.7424051011,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,992.5696028895,940.8414599015,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1030.3768908022,820.768140548,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,930.8317215195,807.5600912796,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1050.9668929921,817.150354621,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1084.7006014256,1064.1743898156,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1028.3417314184,917.2763109542,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1113.3450774303,826.8432163198,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1096.8460988065,989.7464730385,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1037.9752886401,951.8108908145,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,960.2401995793,769.7956733882,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1016.5951383578,780.8069412941,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1005.0250312495,936.6384716432,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,909.4127893935,711.1096710978,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1000.5227116752,1015.6178733433,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1055.3858820868,995.4911938236,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,671.1066174503,954.8284759837,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,693.8376214695,1011.1871217913,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,686.87885257,773.1461967979,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,557.8378293004,933.9959830888,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,529.9017600187,884.269505179,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,572.645629373,874.8328290106,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,610.8672206932,725.1852768441,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,680.1905360962,945.0639517965,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,624.6819327916,760.5059473382,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,485.4818324024,1045.8860166763,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,799.5213030973,757.0351750548,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,706.2409566179,868.6006033642,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,547.1396227346,884.998114166,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,690.4661958308,780.9873704374,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,652.0486327259,1075.9268190579,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,567.8028307811,931.709410543,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,675.6307728716,891.5968223571,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,778.6403597125,946.9294676603,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,659.0020143539,970.5853779644,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,739.4260240599,743.5975452166,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,711.5846300317,737.2247000049,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,591.0227633561,980.3159322557,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,640.8478585078,629.5643323304,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,577.7074942606,1000.9809622092,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,640.1428634713,935.1424969648,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,649.8484156597,931.0680000188,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,715.5366095541,1048.274242757,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,704.9705214218,872.655834954,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,576.2104169023,903.8955075714,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,536.4491942667,812.9265459624,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,693.2513909458,907.5539739451,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,683.3478053375,682.5849537033,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,725.6506129944,952.0586502684,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,601.8259494526,682.5554718666,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,723.5048793556,967.6399302988,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,517.7951916652,760.8963416595,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,651.9302580765,879.3527408924,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,711.5662707059,789.7513136429,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,552.1660817989,823.4868065671,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,631.3239476863,951.8042389716,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,513.3753961142,1028.3417314184,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,555.6017847407,800.5410892,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,685.7241819268,1007.739017737,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,669.0156710768,967.0827359537,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,845.4604499685,709.9650710624,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,607.8119789283,782.7430646561,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,628.2332453291,923.3362169178,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,606.4378959347,747.9431589009,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,574.1267919856,832.8612258624,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,674.0072373918,863.5686585501,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,702.1754699425,846.7080514066,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,716.9412109572,821.9213888426,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,628.151975995,772.1157889595,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,530.2385324868,909.338739484,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,572.5691211942,740.0325509087,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,595.733960285,900.0371286166,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,730.3704569742,687.9901420945,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,588.8267150514,819.0842053917,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,828.9079373431,771.1462412932,False
100,200,f1_Sphere,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,709.1630127972,818.581586056,False
