dimensions,budget,algorithm,rank,ngopt rank,algo ID,in data,points test,rank test
25,9000,ChainMetaModelPowell,4,0,1,True,411,2
25,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,490,1
25,10000,ChainMetaModelPowell,4,0,1,True,443,2
25,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,462,1
30,200,Cobyla,1,0,2,True,828,1
30,300,Cobyla,1,0,2,True,828,1
30,500,Cobyla,1,0,2,True,828,1
30,1000,Cobyla,1,0,2,True,828,1
30,1500,Cobyla,1,0,2,True,828,1
30,2000,CMA,7,0,0,True,355,2
30,2000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,491,1
30,2500,CMA,7,0,0,True,390,2
30,2500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,456,1
30,3000,CMA,7,0,0,True,389,2
30,3000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,458,1
30,3500,CMA,7,0,0,True,429,1
30,3500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,418,2
30,4000,CMA,6,0,0,True,422,2
30,4000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,425,1
30,4500,CMA,5,0,0,True,453,1
30,4500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,402,2
30,5000,CMA,5,0,0,True,456,1
30,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,401,2
30,6000,CMA,5,0,0,True,458,1
30,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,420,2
30,7000,ChainMetaModelPowell,2,0,1,True,376,2
30,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,501,1
30,8000,ChainMetaModelPowell,4,0,1,True,390,2
30,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,501,1
30,9000,ChainMetaModelPowell,4,0,1,True,395,2
30,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,498,1
30,10000,ChainMetaModelPowell,4,0,1,True,444,2
30,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,455,1
35,200,Cobyla,1,0,2,True,828,1
35,300,Cobyla,1,0,2,True,828,1
35,500,Cobyla,1,0,2,True,828,1
35,1000,Cobyla,1,0,2,True,828,1
35,1500,Cobyla,1,0,2,True,828,1
35,2000,MetaModelOnePlusOne,3,0,4,True,412,2
35,2000,Cobyla,1,-1,2,True,436,1
35,2500,CMA,7,0,0,True,611,1
35,2500,Cobyla,1,-1,2,True,234,2
35,3000,CMA,7,0,0,True,411,2
35,3000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,436,1
35,3500,CMA,7,0,0,True,416,2
35,3500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,431,1
35,4000,CMA,7,0,0,True,426,1
35,4000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,419,2
35,4500,CMA,7,0,0,True,435,1
35,4500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,412,2
35,5000,CMA,6,0,0,True,436,1
35,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,414,2
35,6000,CMA,5,0,0,True,443,1
35,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,421,2
35,7000,ChainMetaModelPowell,1,0,1,True,828,1
35,8000,ChainMetaModelPowell,4,0,1,True,367,2
35,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,504,1
35,9000,ChainMetaModelPowell,4,0,1,True,383,2
35,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,509,1
35,10000,ChainMetaModelPowell,2,0,1,True,405,2
35,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,494,1
40,200,Cobyla,1,0,2,True,828,1
40,300,Cobyla,1,0,2,True,828,1
40,500,Cobyla,1,0,2,True,828,1
40,1000,Cobyla,1,0,2,True,828,1
40,1500,Cobyla,1,0,2,True,828,1
40,2000,Cobyla,1,0,2,True,828,1
40,2500,MetaModelOnePlusOne,3,0,4,True,375,2
40,2500,Cobyla,1,-1,2,True,472,1
40,3000,MetaModelOnePlusOne,3,0,4,True,388,2
40,3000,Cobyla,1,-1,2,True,458,1
40,3500,CMA,4,0,0,True,628,1
40,3500,Cobyla,1,-1,2,True,218,2
40,4000,CMA,4,0,0,True,442,1
40,4000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,405,2
40,4500,CMA,3,0,0,True,444,1
40,4500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,403,2
40,5000,CMA,3,0,0,True,445,1
40,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,402,2
40,6000,CMA,6,0,0,True,460,1
40,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,391,2
40,7000,ChainMetaModelPowell,1,0,1,True,828,1
40,8000,ChainMetaModelPowell,1,0,1,True,828,1
40,9000,ChainMetaModelPowell,2,0,1,True,359,2
40,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,510,1
40,10000,ChainMetaModelPowell,2,0,1,True,407,2
40,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,478,1
45,200,Cobyla,1,0,2,True,828,1
45,300,Cobyla,1,0,2,True,828,1
45,500,Cobyla,1,0,2,True,828,1
45,1000,Cobyla,1,0,2,True,828,1
45,1500,Cobyla,1,0,2,True,828,1
45,2000,Cobyla,1,0,2,True,828,1
45,2500,MetaModelOnePlusOne,3,0,4,True,388,2
45,2500,Cobyla,1,-1,2,True,457,1
45,3000,MetaModelOnePlusOne,3,0,4,True,395,2
45,3000,Cobyla,1,-1,2,True,450,1
45,3500,MetaModelOnePlusOne,3,0,4,True,397,2
45,3500,Cobyla,1,-1,2,True,449,1
45,4000,MetaModelOnePlusOne,7,0,4,True,404,2
45,4000,Cobyla,1,-1,2,True,442,1
45,4500,CMA,3,0,0,True,650,1
45,4500,Cobyla,1,-1,2,True,197,2
45,5000,CMA,3,0,0,True,437,1
45,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,412,2
45,6000,CMA,5,0,0,True,436,1
45,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,411,2
45,7000,ChainMetaModelPowell,1,0,1,True,828,1
45,8000,ChainMetaModelPowell,1,0,1,True,828,1
45,9000,ChainMetaModelPowell,2,0,1,True,356,2
45,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,501,1
45,10000,ChainMetaModelPowell,4,0,1,True,386,2
45,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,478,1
50,200,Cobyla,1,0,2,True,828,1
50,300,Cobyla,1,0,2,True,828,1
50,500,Cobyla,1,0,2,True,828,1
50,1000,Cobyla,1,0,2,True,828,1
50,1500,Cobyla,1,0,2,True,828,1
50,2000,Cobyla,1,0,2,True,828,1
50,2500,Cobyla,1,0,2,True,828,1
50,3000,MetaModelOnePlusOne,3,0,4,True,349,2
50,3000,Cobyla,1,-1,2,True,497,1
50,3500,MetaModelOnePlusOne,7,0,4,True,356,2
50,3500,Cobyla,1,-1,2,True,490,1
50,4000,MetaModelOnePlusOne,7,0,4,True,365,2
50,4000,Cobyla,1,-1,2,True,481,1
50,4500,MetaModelOnePlusOne,7,0,4,True,367,2
50,4500,Cobyla,1,-1,2,True,480,1
50,5000,CMA,3,0,0,True,667,1
50,5000,Cobyla,1,-1,2,True,178,2
50,6000,CMA,5,0,0,True,458,1
50,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,389,2
50,7000,ChainMetaModelPowell,1,0,1,True,828,1
50,8000,ChainMetaModelPowell,1,0,1,True,828,1
50,9000,ChainMetaModelPowell,1,0,1,True,828,1
50,10000,ChainMetaModelPowell,1,0,1,True,828,1
60,200,Cobyla,1,0,2,True,828,1
60,300,Cobyla,1,0,2,True,828,1
60,500,Cobyla,1,0,2,True,828,1
60,1000,Cobyla,1,0,2,True,828,1
60,1500,Cobyla,1,0,2,True,828,1
60,2000,Cobyla,1,0,2,True,828,1
60,2500,Cobyla,1,0,2,True,828,1
60,3000,Cobyla,1,0,2,True,828,1
60,3500,MetaModelOnePlusOne,3,0,4,True,333,2
60,3500,Cobyla,1,-1,2,True,510,1
60,4000,MetaModelOnePlusOne,3,0,4,True,346,2
60,4000,Cobyla,1,-1,2,True,497,1
60,4500,MetaModelOnePlusOne,3,0,4,True,351,2
60,4500,Cobyla,1,-1,2,True,492,1
60,5000,MetaModelOnePlusOne,7,0,4,True,357,2
60,5000,Cobyla,1,-1,2,True,486,1
60,6000,MetaModelOnePlusOne,7,0,4,True,371,2
60,6000,Cobyla,1,-1,2,True,473,1
60,7000,MetaModelOnePlusOne,7,0,4,True,162,2
60,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,685,1
60,8000,ChainMetaModelPowell,1,0,1,True,828,1
60,9000,ChainMetaModelPowell,1,0,1,True,828,1
60,10000,ChainMetaModelPowell,1,0,1,True,828,1
70,200,Cobyla,1,0,2,True,828,1
70,300,Cobyla,1,0,2,True,828,1
70,500,Cobyla,1,0,2,True,828,1
70,1000,Cobyla,1,0,2,True,828,1
70,1500,Cobyla,1,0,2,True,828,1
70,2000,Cobyla,1,0,2,True,828,1
70,2500,Cobyla,1,0,2,True,828,1
70,3000,Cobyla,1,0,2,True,828,1
70,3500,Cobyla,1,0,2,True,828,1
70,4000,MetaModelOnePlusOne,7,0,4,True,289,2
70,4000,Cobyla,1,-1,2,True,555,1
70,4500,MetaModelOnePlusOne,7,0,4,True,295,2
70,4500,Cobyla,1,-1,2,True,549,1
70,5000,MetaModelOnePlusOne,7,0,4,True,299,2
70,5000,Cobyla,1,-1,2,True,545,1
70,6000,MetaModelOnePlusOne,7,0,4,True,313,2
70,6000,Cobyla,1,-1,2,True,532,1
70,7000,MetaModelOnePlusOne,7,0,4,True,327,2
70,7000,Cobyla,1,-1,2,True,519,1
70,8000,MetaModelOnePlusOne,7,0,4,True,183,2
70,8000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38,True,668,1
70,9000,MetaModelOnePlusOne,7,0,4,True,173,2
70,9000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38,True,676,1
70,10000,ChainMetaModelPowell,1,0,1,True,828,1
80,200,Cobyla,1,0,2,True,828,1
80,300,Cobyla,1,0,2,True,828,1
80,500,Cobyla,1,0,2,True,828,1
80,1000,Cobyla,1,0,2,True,828,1
80,1500,Cobyla,1,0,2,True,828,1
80,2000,Cobyla,1,0,2,True,828,1
80,2500,Cobyla,1,0,2,True,828,1
80,3000,Cobyla,1,0,2,True,828,1
80,3500,Cobyla,1,0,2,True,828,1
80,4000,Cobyla,1,0,2,True,828,1
80,4500,MetaModelOnePlusOne,3,0,4,True,304,2
80,4500,Cobyla,1,-1,2,True,536,1
80,5000,MetaModelOnePlusOne,3,0,4,True,306,2
80,5000,Cobyla,1,-1,2,True,535,1
80,6000,MetaModelOnePlusOne,5,0,4,True,314,2
80,6000,Cobyla,1,-1,2,True,528,1
80,7000,MetaModelOnePlusOne,7,0,4,True,327,2
80,7000,Cobyla,1,-1,2,True,517,1
80,8000,MetaModelOnePlusOne,5,0,4,True,333,2
80,8000,Cobyla,1,-1,2,True,514,1
80,9000,MetaModelOnePlusOne,4,0,4,True,181,2
80,9000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38,True,668,1
80,10000,MetaModelOnePlusOne,4,0,4,True,167,2
80,10000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38,True,682,1
90,200,Cobyla,2,0,2,True,287,2
90,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,541,1
90,300,Cobyla,1,0,2,True,828,1
90,500,Cobyla,1,0,2,True,828,1
90,1000,Cobyla,1,0,2,True,828,1
90,1500,Cobyla,1,0,2,True,828,1
90,2000,Cobyla,1,0,2,True,828,1
90,2500,Cobyla,1,0,2,True,828,1
90,3000,Cobyla,1,0,2,True,828,1
90,3500,Cobyla,1,0,2,True,828,1
90,4000,Cobyla,1,0,2,True,828,1
90,4500,Cobyla,1,0,2,True,828,1
90,5000,MetaModelOnePlusOne,7,0,4,True,277,2
90,5000,Cobyla,1,-1,2,True,567,1
90,6000,MetaModelOnePlusOne,5,0,4,True,286,2
90,6000,Cobyla,1,-1,2,True,557,1
90,7000,MetaModelOnePlusOne,7,0,4,True,291,2
90,7000,Cobyla,1,-1,2,True,554,1
90,8000,MetaModelOnePlusOne,8,0,4,True,303,2
90,8000,Cobyla,1,-1,2,True,543,1
90,9000,MetaModelOnePlusOne,8,0,4,True,193,2
90,9000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38,True,650,1
90,10000,MetaModelOnePlusOne,8,0,4,True,192,2
90,10000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38,True,654,1
100,200,Cobyla,2,0,2,True,98,2
100,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5,True,730,1
100,300,Cobyla,1,0,2,True,828,1
100,500,Cobyla,1,0,2,True,828,1
100,1000,Cobyla,1,0,2,True,828,1
100,1500,Cobyla,1,0,2,True,828,1
100,2000,Cobyla,1,0,2,True,828,1
100,2500,Cobyla,1,0,2,True,828,1
100,3000,Cobyla,1,0,2,True,828,1
100,3500,Cobyla,1,0,2,True,828,1
100,4000,Cobyla,1,0,2,True,828,1
100,4500,Cobyla,1,0,2,True,828,1
100,5000,Cobyla,1,0,2,True,828,1
100,6000,MetaModelOnePlusOne,7,0,4,True,269,2
100,6000,Cobyla,1,-1,2,True,577,1
100,7000,MetaModelOnePlusOne,7,0,4,True,278,2
100,7000,Cobyla,1,-1,2,True,569,1
100,8000,MetaModelOnePlusOne,7,0,4,True,281,2
100,8000,Cobyla,1,-1,2,True,567,1
100,9000,MetaModelOnePlusOne,9,0,4,True,212,2
100,9000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38,True,636,1
100,10000,MetaModelOnePlusOne,8,0,4,True,197,2
100,10000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38,True,648,1
