dimensions,budget,algorithm,rank,algo ID
40,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
40,5000,Cobyla,2,2
40,5000,ChainMetaModelPowell,3,1
40,5000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
40,5000,CMA,ngopt_3,0
45,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
45,5000,Cobyla,2,2
45,5000,ChainMetaModelPowell,3,1
45,5000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
45,5000,CMA,ngopt_3,0
50,5000,Cobyla,1,2
50,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,5
50,5000,ChainMetaModelPowell,3,1
50,5000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
50,5000,CMA,ngopt_3,0
60,5000,Cobyla,1,2
60,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,5
60,5000,CMA,3,0
60,5000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
60,5000,MetaModelOnePlusOne,ngopt_7,4
70,5000,Cobyla,1,2
70,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,5
70,5000,CMA,3,0
70,5000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
70,5000,MetaModelOnePlusOne,ngopt_7,4
80,5000,Cobyla,1,2
80,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,5
80,5000,CMA,4,0
80,5000,ConfPortfolio_scale2_NA_ngopt14s_1,4,38
80,5000,MetaModelOnePlusOne,ngopt_3,4
90,5000,Cobyla,1,2
90,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,5
90,5000,CMA,3,0
90,5000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
90,5000,MetaModelOnePlusOne,ngopt_7,4
100,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,5
100,5000,CMA,3,0
100,5000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
100,5000,ChainMetaModelPowell,3,1
100,5000,Cobyla,ngopt_1,2
2,6000,ChainMetaModelPowell,1,1
2,6000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,2,21
2,6000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,3,19
2,6000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,4,22
2,6000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,ngopt_11,26
3,6000,ChainMetaModelPowell,1,1
3,6000,MetaModel,2,3
3,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,5
3,6000,CMA,4,0
3,6000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,ngopt_12,30
5,6000,ChainMetaModelPowell,1,1
5,6000,MetaModel,2,3
5,6000,CMA,3,0
5,6000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
5,6000,ConfPortfolio_scale2_NA_ngopt14s_9,ngopt_30,9
10,6000,CMA,1,0
10,6000,MetaModel,2,3
10,6000,ChainMetaModelPowell,3,1
10,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),5,5
10,6000,ConfPortfolio_scale2_NA_ngopt14s_1,ngopt_3,38
15,6000,CMA,1,0
15,6000,MetaModel,2,3
15,6000,ConfPortfolio_scale2_NA_ngopt14s_1,4,38
15,6000,ChainMetaModelPowell,4,1
15,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),ngopt_3,5
20,6000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
20,6000,ChainMetaModelPowell,1,1
20,6000,CMA,3,0
20,6000,MetaModel,4,3
20,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),ngopt_5,5
25,6000,ChainMetaModelPowell,1,1
25,6000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
25,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,5
25,6000,MetaModel,4,3
25,6000,CMA,ngopt_5,0
30,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
30,6000,ChainMetaModelPowell,2,1
30,6000,ConfPortfolio_scale2_NA_ngopt14s_1,2,38
30,6000,MetaModel,4,3
30,6000,CMA,ngopt_5,0
35,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
35,6000,ChainMetaModelPowell,2,1
35,6000,ConfPortfolio_scale2_NA_ngopt14s_1,2,38
35,6000,MetaModel,4,3
35,6000,CMA,ngopt_5,0
40,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
40,6000,ChainMetaModelPowell,2,1
40,6000,ConfPortfolio_scale2_NA_ngopt14s_1,2,38
40,6000,MetaModel,4,3
40,6000,CMA,ngopt_6,0
45,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
45,6000,ChainMetaModelPowell,2,1
45,6000,ConfPortfolio_scale2_NA_ngopt14s_1,2,38
45,6000,Cobyla,4,2
45,6000,CMA,ngopt_5,0
50,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
50,6000,Cobyla,2,2
50,6000,ChainMetaModelPowell,3,1
50,6000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
50,6000,CMA,ngopt_5,0
60,6000,Cobyla,1,2
60,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,5
60,6000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
60,6000,ChainMetaModelPowell,3,1
60,6000,MetaModelOnePlusOne,ngopt_7,4
70,6000,Cobyla,1,2
70,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,5
70,6000,CMA,3,0
70,6000,MetaModel,3,3
70,6000,MetaModelOnePlusOne,ngopt_7,4
80,6000,Cobyla,1,2
80,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,5
80,6000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
80,6000,ChainMetaModelPowell,3,1
80,6000,MetaModelOnePlusOne,ngopt_5,4
90,6000,Cobyla,1,2
90,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,5
90,6000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
90,6000,ChainMetaModelPowell,3,1
90,6000,MetaModelOnePlusOne,ngopt_5,4
100,6000,Cobyla,1,2
100,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,5
100,6000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
100,6000,ChainMetaModelPowell,3,1
100,6000,MetaModelOnePlusOne,ngopt_7,4
2,7000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1,19
2,7000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,2,22
2,7000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,3,20
2,7000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,4,21
2,7000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,ngopt_11,24
3,7000,ChainMetaModelPowell,1,1
3,7000,MetaModel,2,3
3,7000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,3,25
3,7000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,4,21
3,7000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,ngopt_19,29
5,7000,ChainMetaModelPowell,1,1
5,7000,MetaModel,2,3
5,7000,CMA,3,0
5,7000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
5,7000,ConfPortfolio_scale2_NA_ngopt14s_10,ngopt_31,8
10,7000,CMA,1,0
10,7000,MetaModel,2,3
10,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,5
10,7000,ChainMetaModelPowell,4,1
10,7000,ConfPortfolio_scale2_NA_ngopt14s_1,ngopt_4,38
15,7000,CMA,1,0
15,7000,MetaModel,2,3
15,7000,ConfPortfolio_scale2_NA_ngopt14s_1,4,38
15,7000,ChainMetaModelPowell,4,1
15,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),ngopt_3,5
20,7000,CMA,1,0
20,7000,MetaModel,2,3
20,7000,ConfPortfolio_scale2_NA_ngopt14s_1,4,38
20,7000,ChainMetaModelPowell,4,1
20,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),ngopt_3,5
25,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
25,7000,CMA,2,0
25,7000,MetaModel,3,3
25,7000,ConfPortfolio_scale2_NA_ngopt14s_1,4,38
25,7000,ChainMetaModelPowell,ngopt_4,1
30,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
30,7000,ConfPortfolio_scale2_NA_ngopt14s_1,2,38
30,7000,MetaModel,4,3
30,7000,CMA,5,0
30,7000,ChainMetaModelPowell,ngopt_2,1
35,7000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
35,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,5
35,7000,CMA,4,0
35,7000,MetaModel,4,3
35,7000,ChainMetaModelPowell,ngopt_1,1
40,7000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
40,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,5
40,7000,MetaModel,4,3
40,7000,CMA,5,0
40,7000,ChainMetaModelPowell,ngopt_1,1
45,7000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
45,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,5
45,7000,Cobyla,4,2
45,7000,CMA,5,0
45,7000,ChainMetaModelPowell,ngopt_1,1
50,7000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
50,7000,Cobyla,3,2
50,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),4,5
50,7000,CMA,5,0
50,7000,ChainMetaModelPowell,ngopt_1,1
60,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
60,7000,Cobyla,2,2
60,7000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
60,7000,ChainMetaModelPowell,3,1
60,7000,MetaModelOnePlusOne,ngopt_7,4
70,7000,Cobyla,1,2
70,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,5
70,7000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
70,7000,ChainMetaModelPowell,3,1
70,7000,MetaModelOnePlusOne,ngopt_7,4
80,7000,Cobyla,1,2
80,7000,ConfPortfolio_scale2_NA_ngopt14s_1,2,38
80,7000,ChainMetaModelPowell,2,1
80,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),4,5
80,7000,MetaModelOnePlusOne,ngopt_7,4
90,7000,Cobyla,1,2
90,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,5
90,7000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
90,7000,ChainMetaModelPowell,3,1
90,7000,MetaModelOnePlusOne,ngopt_7,4
100,7000,Cobyla,1,2
100,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,5
100,7000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
100,7000,ChainMetaModelPowell,3,1
100,7000,MetaModelOnePlusOne,ngopt_7,4
2,8000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,2,19
2,8000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,3,21
2,8000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,3,20
2,8000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,5,18
2,8000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,ngopt_1,22
3,8000,ChainMetaModelPowell,1,1
3,8000,MetaModel,2,3
3,8000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,3,25
3,8000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,4,21
3,8000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,ngopt_22,28
5,8000,ChainMetaModelPowell,1,1
5,8000,MetaModel,2,3
5,8000,CMA,3,0
5,8000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
5,8000,ConfPortfolio_scale2_NA_ngopt14s_11,ngopt_29,7
10,8000,CMA,1,0
10,8000,MetaModel,2,3
10,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,5
10,8000,ChainMetaModelPowell,4,1
10,8000,ConfPortfolio_scale2_NA_ngopt14s_1,ngopt_4,38
15,8000,CMA,1,0
15,8000,MetaModel,2,3
15,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,5
15,8000,ChainMetaModelPowell,4,1
15,8000,ConfPortfolio_scale2_NA_ngopt14s_1,ngopt_4,38
20,8000,MetaModel,1,3
20,8000,CMA,2,0
20,8000,ConfPortfolio_scale2_NA_ngopt14s_1,4,38
20,8000,ChainMetaModelPowell,4,1
20,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),ngopt_2,5
25,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
25,8000,CMA,2,0
25,8000,MetaModel,3,3
25,8000,ConfPortfolio_scale2_NA_ngopt14s_1,4,38
25,8000,ChainMetaModelPowell,ngopt_4,1
30,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
30,8000,MetaModel,2,3
30,8000,CMA,3,0
30,8000,ConfPortfolio_scale2_NA_ngopt14s_1,4,38
30,8000,ChainMetaModelPowell,ngopt_4,1
35,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
35,8000,CMA,2,0
35,8000,MetaModel,3,3
35,8000,ConfPortfolio_scale2_NA_ngopt14s_1,4,38
35,8000,ChainMetaModelPowell,ngopt_4,1
40,8000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
40,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,5
40,8000,CMA,4,0
40,8000,MetaModel,4,3
40,8000,ChainMetaModelPowell,ngopt_1,1
45,8000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
45,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,5
45,8000,CMA,4,0
45,8000,MetaModel,4,3
45,8000,ChainMetaModelPowell,ngopt_1,1
50,8000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
50,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,5
50,8000,CMA,4,0
50,8000,MetaModel,4,3
50,8000,ChainMetaModelPowell,ngopt_1,1
60,8000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
60,8000,Cobyla,3,2
60,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),4,5
60,8000,CMA,5,0
60,8000,ChainMetaModelPowell,ngopt_1,1
70,8000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
70,8000,ChainMetaModelPowell,1,1
70,8000,Cobyla,3,2
70,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),4,5
70,8000,MetaModelOnePlusOne,ngopt_7,4
80,8000,Cobyla,1,2
80,8000,ConfPortfolio_scale2_NA_ngopt14s_1,2,38
80,8000,ChainMetaModelPowell,2,1
80,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),4,5
80,8000,MetaModelOnePlusOne,ngopt_5,4
90,8000,Cobyla,1,2
90,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,5
90,8000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
90,8000,ChainMetaModelPowell,3,1
90,8000,MetaModelOnePlusOne,ngopt_8,4
100,8000,Cobyla,1,2
100,8000,ConfPortfolio_scale2_NA_ngopt14s_1,2,38
100,8000,ChainMetaModelPowell,2,1
100,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),4,5
100,8000,MetaModelOnePlusOne,ngopt_7,4
2,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1,22
2,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,2,21
2,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,3,19
2,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,5,18
2,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,ngopt_4,20
3,9000,ChainMetaModelPowell,1,1
3,9000,MetaModel,2,3
3,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,3,25
3,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,4,22
3,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,ngopt_25,26
5,9000,MetaModel,1,3
5,9000,ChainMetaModelPowell,2,1
5,9000,CMA,3,0
5,9000,ConfPortfolio_scale2_NA_ngopt14s_1,3,38
5,9000,ConfPortfolio_scale2_NA_ngopt14s_11,ngopt_30,7
10,9000,CMA,1,0
10,9000,MetaModel,2,3
10,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,3,37
10,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),4,5
10,9000,ConfPortfolio_scale2_NA_ngopt14s_1,ngopt_5,38
15,9000,CMA,1,0
15,9000,MetaModel,2,3
15,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,5
15,9000,ChainMetaModelPowell,4,1
15,9000,ConfPortfolio_scale2_NA_ngopt14s_1,ngopt_4,38
20,9000,CMA,1,0
20,9000,MetaModel,3,3
20,9000,ConfPortfolio_scale2_NA_ngopt14s_1,4,38
20,9000,ChainMetaModelPowell,4,1
20,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),ngopt_2,5
25,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
25,9000,CMA,2,0
25,9000,MetaModel,3,3
25,9000,ConfPortfolio_scale2_NA_ngopt14s_1,4,38
25,9000,ChainMetaModelPowell,ngopt_4,1
30,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
30,9000,CMA,2,0
30,9000,MetaModel,3,3
30,9000,ConfPortfolio_scale2_NA_ngopt14s_1,4,38
30,9000,ChainMetaModelPowell,ngopt_4,1
35,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
35,9000,CMA,2,0
35,9000,MetaModel,2,3
35,9000,ConfPortfolio_scale2_NA_ngopt14s_1,4,38
35,9000,ChainMetaModelPowell,ngopt_4,1
40,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
40,9000,ConfPortfolio_scale2_NA_ngopt14s_1,2,38
40,9000,CMA,4,0
40,9000,MetaModel,4,3
40,9000,ChainMetaModelPowell,ngopt_2,1
45,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
45,9000,ConfPortfolio_scale2_NA_ngopt14s_1,2,38
45,9000,CMA,4,0
45,9000,MetaModel,4,3
45,9000,ChainMetaModelPowell,ngopt_2,1
50,9000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
50,9000,MetaModel,3,3
50,9000,CMA,3,0
50,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),5,5
50,9000,ChainMetaModelPowell,ngopt_1,1
60,9000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
60,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,5
60,9000,Cobyla,4,2
60,9000,CMA,5,0
60,9000,ChainMetaModelPowell,ngopt_1,1
70,9000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
70,9000,ChainMetaModelPowell,1,1
70,9000,Cobyla,3,2
70,9000,CMA,4,0
70,9000,MetaModelOnePlusOne,ngopt_7,4
80,9000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
80,9000,ChainMetaModelPowell,1,1
80,9000,Cobyla,3,2
80,9000,CMA,5,0
80,9000,MetaModelOnePlusOne,ngopt_4,4
90,9000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
90,9000,ChainMetaModelPowell,1,1
90,9000,Cobyla,3,2
90,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),4,5
90,9000,MetaModelOnePlusOne,ngopt_8,4
100,9000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
100,9000,ChainMetaModelPowell,1,1
100,9000,Cobyla,3,2
100,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),4,5
100,9000,MetaModelOnePlusOne,ngopt_9,4
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1,22
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,2,21
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,3,19
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,4,20
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,ngopt_5,18
3,10000,MetaModel,2,3
3,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,3,22
3,10000,ChainMetaModelPowell,4,1
3,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,5,21
3,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,ngopt_1,25
5,10000,MetaModel,1,3
5,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,2,26
5,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,2,21
5,10000,ChainMetaModelPowell,4,1
5,10000,ConfPortfolio_scale2_NA_ngopt14s_12,ngopt_30,6
10,10000,CMA,1,0
10,10000,MetaModel,2,3
10,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,4,35
10,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,5,34
10,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,ngopt_3,37
15,10000,CMA,1,0
15,10000,MetaModel,2,3
15,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,5
15,10000,ChainMetaModelPowell,4,1
15,10000,ConfPortfolio_scale2_NA_ngopt14s_1,ngopt_4,38
20,10000,CMA,1,0
20,10000,MetaModel,2,3
20,10000,ConfPortfolio_scale2_NA_ngopt14s_1,4,38
20,10000,ChainMetaModelPowell,4,1
20,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),ngopt_3,5
25,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
25,10000,CMA,2,0
25,10000,MetaModel,3,3
25,10000,ConfPortfolio_scale2_NA_ngopt14s_1,4,38
25,10000,ChainMetaModelPowell,ngopt_4,1
30,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
30,10000,MetaModel,2,3
30,10000,CMA,3,0
30,10000,ConfPortfolio_scale2_NA_ngopt14s_1,4,38
30,10000,ChainMetaModelPowell,ngopt_4,1
35,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
35,10000,ConfPortfolio_scale2_NA_ngopt14s_1,2,38
35,10000,CMA,4,0
35,10000,MetaModel,4,3
35,10000,ChainMetaModelPowell,ngopt_2,1
40,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
40,10000,CMA,2,0
40,10000,ConfPortfolio_scale2_NA_ngopt14s_1,2,38
40,10000,MetaModel,2,3
40,10000,ChainMetaModelPowell,ngopt_2,1
45,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,5
45,10000,CMA,2,0
45,10000,MetaModel,2,3
45,10000,ConfPortfolio_scale2_NA_ngopt14s_1,4,38
45,10000,ChainMetaModelPowell,ngopt_4,1
50,10000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
50,10000,MetaModel,3,3
50,10000,CMA,3,0
50,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),5,5
50,10000,ChainMetaModelPowell,ngopt_1,1
60,10000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
60,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,5
60,10000,CMA,4,0
60,10000,MetaModel,4,3
60,10000,ChainMetaModelPowell,ngopt_1,1
70,10000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
70,10000,Cobyla,3,2
70,10000,CMA,4,0
70,10000,MetaModel,4,3
70,10000,ChainMetaModelPowell,ngopt_1,1
80,10000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
80,10000,ChainMetaModelPowell,1,1
80,10000,Cobyla,3,2
80,10000,CMA,5,0
80,10000,MetaModelOnePlusOne,ngopt_4,4
90,10000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
90,10000,ChainMetaModelPowell,1,1
90,10000,Cobyla,3,2
90,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),4,5
90,10000,MetaModelOnePlusOne,ngopt_8,4
100,10000,ConfPortfolio_scale2_NA_ngopt14s_1,1,38
100,10000,ChainMetaModelPowell,1,1
100,10000,Cobyla,3,2
100,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),4,5
100,10000,MetaModelOnePlusOne,ngopt_8,4
