dimensions,budget,algorithm,rank,ngopt rank,algo ID
100,10000,MetaModelOnePlusOne,8,0,4
15,4500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
25,1000,Cobyla,1,0,2
20,4500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
25,4500,CMA,5,0,0
20,1000,Cobyla,1,0,2
30,4500,CMA,5,0,0
35,4500,CMA,7,0,0
15,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,0,5
10,4500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,0,5
40,4500,CMA,3,0,0
10,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
50,4500,MetaModelOnePlusOne,7,0,4
60,4500,MetaModelOnePlusOne,3,0,4
5,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
70,4500,MetaModelOnePlusOne,7,0,4
80,4500,MetaModelOnePlusOne,3,0,4
90,4500,Cobyla,1,0,2
3,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),5,0,5
45,4500,CMA,3,0,0
5,4500,ConfPortfolio_scale2_NA_ngopt14s_8,23,0,10
30,1000,Cobyla,1,0,2
3,4500,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,16,0,32
20,4000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
25,4000,CMA,5,0,0
70,1000,Cobyla,1,0,2
30,4000,CMA,6,0,0
35,4000,CMA,7,0,0
60,1000,Cobyla,1,0,2
40,4000,CMA,4,0,0
45,4000,MetaModelOnePlusOne,7,0,4
50,1000,Cobyla,1,0,2
50,4000,MetaModelOnePlusOne,7,0,4
60,4000,MetaModelOnePlusOne,3,0,4
45,1000,Cobyla,1,0,2
70,4000,MetaModelOnePlusOne,7,0,4
80,4000,Cobyla,1,0,2
90,4000,Cobyla,1,0,2
40,1000,Cobyla,1,0,2
100,4000,Cobyla,1,0,2
2,4500,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,23,0,29
35,1000,Cobyla,1,0,2
100,4500,Cobyla,1,0,2
2,5000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,26,0,28
2,1000,CMA,4,0,0
3,5000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,13,0,32
3,6000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,12,0,30
5,6000,ConfPortfolio_scale2_NA_ngopt14s_9,30,0,9
35,500,Cobyla,1,0,2
10,6000,ConfPortfolio_scale2_NA_ngopt14s_1,3,0,38
15,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,0,5
30,500,Cobyla,1,0,2
20,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),5,0,5
25,500,Cobyla,1,0,2
25,6000,CMA,5,0,0
30,6000,CMA,5,0,0
20,500,Cobyla,1,0,2
35,6000,CMA,5,0,0
40,6000,CMA,6,0,0
15,500,Cobyla,1,0,2
45,6000,CMA,5,0,0
50,6000,CMA,5,0,0
10,500,Cobyla,1,0,2
60,6000,MetaModelOnePlusOne,7,0,4
70,6000,MetaModelOnePlusOne,7,0,4
40,500,Cobyla,1,0,2
15,4000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,0,5
2,6000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,11,0,26
90,5000,MetaModelOnePlusOne,7,0,4
100,500,Cobyla,1,0,2
5,5000,ConfPortfolio_scale2_NA_ngopt14s_9,26,0,9
10,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),5,0,5
15,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
90,500,Cobyla,1,0,2
20,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
25,5000,CMA,2,0,0
80,500,Cobyla,1,0,2
30,5000,CMA,5,0,0
35,5000,CMA,6,0,0
70,500,Cobyla,1,0,2
40,5000,CMA,3,0,0
45,5000,CMA,3,0,0
60,500,Cobyla,1,0,2
50,5000,CMA,3,0,0
50,500,Cobyla,1,0,2
70,5000,MetaModelOnePlusOne,7,0,4
80,5000,MetaModelOnePlusOne,3,0,4
45,500,Cobyla,1,0,2
100,5000,Cobyla,1,0,2
80,1000,Cobyla,1,0,2
10,4000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,0,5
5,4000,ConfPortfolio_scale2_NA_ngopt14s_8,25,0,10
35,2500,CMA,7,0,0
2,2000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,14,0,34
40,2500,MetaModelOnePlusOne,3,0,4
45,2500,MetaModelOnePlusOne,3,0,4
100,1500,Cobyla,1,0,2
50,2500,Cobyla,1,0,2
60,2500,Cobyla,1,0,2
70,2500,Cobyla,1,0,2
80,2500,Cobyla,1,0,2
90,1500,Cobyla,1,0,2
90,2500,Cobyla,1,0,2
100,2500,Cobyla,1,0,2
2,3000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,18,0,32
80,1500,Cobyla,1,0,2
3,3000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,9,0,34
70,1500,Cobyla,1,0,2
5,3000,ConfPortfolio_scale2_NA_ngopt14s_7,21,0,11
10,3000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
60,1500,Cobyla,1,0,2
30,2500,CMA,7,0,0
15,3000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,0,5
3,2000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,7,0,36
20,2500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
35,2000,MetaModelOnePlusOne,3,0,4
40,2000,Cobyla,1,0,2
25,2000,CMA,7,0,0
45,2000,Cobyla,1,0,2
50,2000,Cobyla,1,0,2
60,2000,Cobyla,1,0,2
70,2000,Cobyla,1,0,2
20,2000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
80,2000,Cobyla,1,0,2
90,2000,Cobyla,1,0,2
100,2000,Cobyla,1,0,2
15,2000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
2,2500,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,16,0,33
3,2500,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,8,0,35
10,2000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
5,2500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),5,0,5
10,2500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
5,2000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),5,0,5
15,2500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
25,2500,CMA,7,0,0
5,500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
20,3000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
50,1500,Cobyla,1,0,2
25,3500,CMA,5,0,0
30,3500,CMA,7,0,0
10,1500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
35,3500,CMA,7,0,0
40,3500,CMA,4,0,0
5,1500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
45,3500,MetaModelOnePlusOne,3,0,4
50,3500,MetaModelOnePlusOne,7,0,4
3,1500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),5,0,5
60,3500,MetaModelOnePlusOne,3,0,4
70,3500,Cobyla,1,0,2
80,3500,Cobyla,1,0,2
90,3500,Cobyla,1,0,2
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,14,0,35
100,3500,Cobyla,1,0,2
2,4000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,22,0,30
100,1000,Cobyla,1,0,2
3,4000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,12,0,33
90,1000,Cobyla,1,0,2
15,1500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
25,3000,CMA,7,0,0
20,3500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
10,3500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
30,3000,CMA,7,0,0
35,3000,CMA,7,0,0
45,1500,Cobyla,1,0,2
40,3000,MetaModelOnePlusOne,3,0,4
45,3000,MetaModelOnePlusOne,3,0,4
40,1500,Cobyla,1,0,2
50,3000,MetaModelOnePlusOne,3,0,4
60,3000,Cobyla,1,0,2
70,3000,Cobyla,1,0,2
35,1500,Cobyla,1,0,2
80,3000,Cobyla,1,0,2
90,3000,Cobyla,1,0,2
100,3000,Cobyla,1,0,2
30,1500,Cobyla,1,0,2
2,3500,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,19,0,31
3,3500,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,8,0,34
25,1500,CMA,7,0,0
5,3500,ConfPortfolio_scale2_NA_ngopt14s_7,22,0,11
20,1500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
15,3500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
80,6000,MetaModelOnePlusOne,5,0,4
60,5000,MetaModelOnePlusOne,7,0,4
30,2000,CMA,7,0,0
80,9000,MetaModelOnePlusOne,4,0,4
35,8000,ChainMetaModelPowell,4,0,1
20,300,Cobyla,1,0,2
40,200,Cobyla,1,0,2
30,8000,ChainMetaModelPowell,4,0,1
90,9000,MetaModelOnePlusOne,8,0,4
25,8000,ChainMetaModelPowell,4,0,1
25,300,Cobyla,1,0,2
20,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,0,5
100,9000,MetaModelOnePlusOne,9,0,4
15,8000,ConfPortfolio_scale2_NA_ngopt14s_1,4,0,38
30,300,Cobyla,1,0,2
35,200,Cobyla,1,0,2
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,5,0,18
10,8000,ConfPortfolio_scale2_NA_ngopt14s_1,4,0,38
3,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,1,0,25
5,8000,ConfPortfolio_scale2_NA_ngopt14s_11,29,0,7
35,300,Cobyla,1,0,2
30,200,Cobyla,1,0,2
3,8000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,22,0,28
2,8000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1,0,22
40,300,Cobyla,1,0,2
5,10000,ConfPortfolio_scale2_NA_ngopt14s_12,30,0,6
100,7000,MetaModelOnePlusOne,7,0,4
90,7000,MetaModelOnePlusOne,7,0,4
10,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,3,0,37
45,300,Cobyla,1,0,2
25,200,Cobyla,1,0,2
80,7000,MetaModelOnePlusOne,7,0,4
40,8000,ChainMetaModelPowell,1,0,1
15,10000,ConfPortfolio_scale2_NA_ngopt14s_1,4,0,38
45,200,Cobyla,1,0,2
45,8000,ChainMetaModelPowell,1,0,1
80,200,Cobyla,1,0,2
20,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),2,0,5
90,200,Cobyla,2,0,2
15,9000,ConfPortfolio_scale2_NA_ngopt14s_1,4,0,38
30,9000,ChainMetaModelPowell,4,0,1
10,9000,ConfPortfolio_scale2_NA_ngopt14s_1,5,0,38
100,200,Cobyla,2,0,2
5,9000,ConfPortfolio_scale2_NA_ngopt14s_11,30,0,7
35,9000,ChainMetaModelPowell,4,0,1
70,200,Cobyla,1,0,2
3,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,25,0,26
40,9000,ChainMetaModelPowell,2,0,1
2,300,MetaModel,2,0,3
2,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,4,0,20
45,9000,ChainMetaModelPowell,2,0,1
100,8000,MetaModelOnePlusOne,7,0,4
60,200,Cobyla,1,0,2
3,300,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
90,8000,MetaModelOnePlusOne,8,0,4
50,9000,ChainMetaModelPowell,1,0,1
80,8000,MetaModelOnePlusOne,5,0,4
5,300,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
70,8000,MetaModelOnePlusOne,7,0,4
60,9000,ChainMetaModelPowell,1,0,1
50,200,Cobyla,1,0,2
60,8000,ChainMetaModelPowell,1,0,1
10,300,Cobyla,1,0,2
70,9000,MetaModelOnePlusOne,7,0,4
50,8000,ChainMetaModelPowell,1,0,1
15,300,Cobyla,1,0,2
70,7000,MetaModelOnePlusOne,7,0,4
25,9000,ChainMetaModelPowell,4,0,1
20,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,0,5
2,500,CMA,4,0,0
70,300,Cobyla,1,0,2
10,7000,ConfPortfolio_scale2_NA_ngopt14s_1,4,0,38
35,7000,ChainMetaModelPowell,1,0,1
40,10000,ChainMetaModelPowell,2,0,1
3,7000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,19,0,29
3,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
30,7000,ChainMetaModelPowell,2,0,1
10,200,Cobyla,1,0,2
80,300,Cobyla,1,0,2
5,7000,ConfPortfolio_scale2_NA_ngopt14s_10,31,0,8
25,7000,ChainMetaModelPowell,4,0,1
45,10000,ChainMetaModelPowell,4,0,1
70,10000,ChainMetaModelPowell,1,0,1
100,300,Cobyla,1,0,2
50,10000,ChainMetaModelPowell,1,0,1
20,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,0,5
90,300,Cobyla,1,0,2
60,10000,ChainMetaModelPowell,1,0,1
15,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),3,0,5
5,200,Cobyla,3,0,2
35,10000,ChainMetaModelPowell,2,0,1
2,7000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,11,0,24
80,10000,MetaModelOnePlusOne,4,0,4
25,10000,ChainMetaModelPowell,4,0,1
60,300,Cobyla,1,0,2
3,500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,0,5
30,10000,ChainMetaModelPowell,4,0,1
50,7000,ChainMetaModelPowell,1,0,1
15,200,Cobyla,1,0,2
45,7000,ChainMetaModelPowell,1,0,1
100,6000,MetaModelOnePlusOne,7,0,4
90,10000,MetaModelOnePlusOne,8,0,4
20,200,Cobyla,1,0,2
60,7000,MetaModelOnePlusOne,7,0,4
90,6000,MetaModelOnePlusOne,5,0,4
50,300,Cobyla,1,0,2
40,7000,ChainMetaModelPowell,1,0,1
2,200,MetaModel,3,0,3
5,3500,CMA,1,-1,0
50,9000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
40,3500,Cobyla,1,-1,2
90,10000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
3,3500,MetaModel,1,-1,3
3,3500,ChainMetaModelPowell,1,1,1
60,9000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
2,2500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
70,10000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
100,10000,ChainMetaModelPowell,1,1,1
30,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
100,10000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
80,10000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
10,3500,CMA,1,-1,0
35,3500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
45,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
80,10000,ChainMetaModelPowell,1,1,1
35,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
40,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
90,10000,ChainMetaModelPowell,1,1,1
25,3500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
30,3500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
5,3500,ConfPortfolio_scale2_NA_ngopt14s_1,1,1,38
3,2500,ChainMetaModelPowell,1,1,1
80,9000,ChainMetaModelPowell,1,1,1
3,2500,MetaModel,1,-1,3
30,2500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
2,10000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1,-1,22
35,2500,Cobyla,1,-1,2
15,3000,CMA,1,-1,0
5,10000,MetaModel,1,-1,3
35,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
45,3500,Cobyla,1,-1,2
40,2500,Cobyla,1,-1,2
5,3000,CMA,1,-1,0
45,2500,Cobyla,1,-1,2
30,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
3,3000,MetaModel,1,1,3
3,3000,ChainMetaModelPowell,1,-1,1
10,10000,CMA,1,-1,0
2,3000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
15,10000,CMA,1,-1,0
25,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
40,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
2,3500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
25,3000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
30,3000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
70,9000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
70,9000,ChainMetaModelPowell,1,1,1
60,10000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
80,9000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
5,2500,CMA,1,-1,0
5,2500,ConfPortfolio_scale2_NA_ngopt14s_1,1,1,38
20,10000,CMA,1,-1,0
50,3000,Cobyla,1,-1,2
50,10000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
90,9000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
45,3000,Cobyla,1,-1,2
90,9000,ChainMetaModelPowell,1,1,1
40,3000,Cobyla,1,-1,2
45,10000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
35,3000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
25,2500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
100,9000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
100,9000,ChainMetaModelPowell,1,1,1
5,3000,ConfPortfolio_scale2_NA_ngopt14s_1,1,1,38
80,6000,Cobyla,1,-1,2
50,3500,Cobyla,1,-1,2
80,5000,Cobyla,1,-1,2
40,7000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
70,5000,Cobyla,1,-1,2
35,2000,Cobyla,1,-1,2
60,5000,Cobyla,1,-1,2
45,7000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
50,5000,Cobyla,1,-1,2
45,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
50,7000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
40,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
35,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
60,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
30,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
25,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
70,7000,Cobyla,1,-1,2
80,7000,Cobyla,1,-1,2
10,5000,CMA,1,-1,0
90,7000,Cobyla,1,-1,2
5,5000,ConfPortfolio_scale2_NA_ngopt14s_1,1,1,38
5,5000,CMA,1,-1,0
3,5000,MetaModel,1,1,3
100,7000,Cobyla,1,-1,2
3,5000,ChainMetaModelPowell,1,-1,1
90,5000,Cobyla,1,-1,2
2,5000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
35,7000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
2,6000,ChainMetaModelPowell,1,-1,1
70,6000,Cobyla,1,-1,2
100,6000,Cobyla,1,-1,2
60,6000,Cobyla,1,-1,2
2,7000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1,-1,19
50,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
45,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
3,7000,ChainMetaModelPowell,1,-1,1
40,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
35,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
5,7000,ChainMetaModelPowell,1,-1,1
30,6000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
25,6000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
10,7000,CMA,1,-1,0
25,6000,ChainMetaModelPowell,1,1,1
20,6000,ChainMetaModelPowell,1,1,1
20,6000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
15,7000,CMA,1,-1,0
15,6000,CMA,1,-1,0
10,6000,CMA,1,-1,0
20,7000,CMA,1,-1,0
5,6000,ChainMetaModelPowell,1,-1,1
25,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
3,6000,ChainMetaModelPowell,1,-1,1
30,7000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
3,8000,ChainMetaModelPowell,1,-1,1
80,4500,Cobyla,1,1,2
5,8000,ChainMetaModelPowell,1,-1,1
70,8000,ChainMetaModelPowell,1,1,1
45,4000,Cobyla,1,-1,2
40,4000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
80,8000,Cobyla,1,-1,2
35,4000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
90,8000,Cobyla,1,-1,2
90,6000,Cobyla,1,-1,2
25,4000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
100,8000,Cobyla,1,-1,2
2,9000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1,-1,22
15,4000,CMA,1,-1,0
10,4000,CMA,1,-1,0
3,9000,ChainMetaModelPowell,1,-1,1
5,4000,ConfPortfolio_scale2_NA_ngopt14s_1,1,1,38
5,4000,CMA,1,-1,0
3,4000,MetaModel,1,-1,3
5,9000,MetaModel,1,-1,3
3,4000,ChainMetaModelPowell,1,1,1
2,4000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
10,9000,CMA,1,-1,0
15,9000,CMA,1,-1,0
20,9000,CMA,1,-1,0
60,3500,Cobyla,1,-1,2
50,4000,Cobyla,1,-1,2
70,8000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
60,4000,Cobyla,1,-1,2
70,4000,Cobyla,1,-1,2
70,4500,Cobyla,1,-1,2
60,4500,Cobyla,1,-1,2
10,8000,CMA,1,-1,0
50,4500,Cobyla,1,-1,2
15,8000,CMA,1,-1,0
45,4500,Cobyla,1,-1,2
40,4500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
20,8000,MetaModel,1,-1,3
35,4500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
25,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
30,4500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
25,9000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
25,4500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
35,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
10,4500,CMA,1,-1,0
5,4500,ConfPortfolio_scale2_NA_ngopt14s_1,1,1,38
5,4500,CMA,1,-1,0
40,8000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
3,4500,MetaModel,1,-1,3
3,4500,ChainMetaModelPowell,1,1,1
45,8000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
2,4500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
50,8000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
60,8000,ConfPortfolio_scale2_NA_ngopt14s_1,1,-1,38
30,8000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
30,4000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
2,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
3,1000,CMA,1,-1,0
3,1500,ConfPortfolio_scale2_NA_ngopt14s_1,1,1,38
15,1000,Cobyla,1,-1,2
90,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
2,300,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
3,1500,CMA,1,-1,0
3,1000,ConfPortfolio_scale2_NA_ngopt14s_1,1,1,38
5,2000,ConfPortfolio_scale2_NA_ngopt14s_1,1,1,38
2,500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
2,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
5,2000,CMA,1,-1,0
5,200,MetaModelOnePlusOne,1,-1,4
100,200,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
3,2000,ChainMetaModelPowell,1,1,1
25,1500,Cobyla,1,-1,2
3,2000,MetaModel,1,-1,3
2,1500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
25,2000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
30,2000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
2,2000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),1,-1,5
